survey_id,employee_id,department,level,survey_date,survey_quarter,engagement_score,manager_score,growth_score,worklife_score,belonging_score,overall_score,free_text_comment
SRV-03-EMP-03437,EMP-03437,Customer Success,IC2,2025-09-15,Q3 2025,3,4,3,3,3,3.2,Communication between teams could improve.
SRV-03-EMP-04258,EMP-04258,Sales,IC1,2025-09-15,Q3 2025,3,3,2,3,3,2.8,My skills are not being utilized effectively.
SRV-03-EMP-00416,EMP-00416,Marketing,IC2,2025-09-15,Q3 2025,4,5,4,4,4,4.2,
SRV-03-EMP-01143,EMP-01143,Sales,IC1,2025-09-15,Q3 2025,4,4,3,3,4,3.6,Meetings take up too much time some weeks.
SRV-03-EMP-04140,EMP-04140,Engineering,IC1,2025-09-15,Q3 2025,4,5,5,3,4,4.2,
SRV-03-EMP-04998,EMP-04998,Engineering,IC2,2025-09-15,Q3 2025,5,4,4,4,4,4.2,My manager supports my growth and gives clear feedback.
SRV-03-EMP-00405,EMP-00405,HR,IC1,2025-09-15,Q3 2025,4,4,3,4,4,3.8,
SRV-03-EMP-02020,EMP-02020,Engineering,IC2,2025-09-15,Q3 2025,3,3,3,4,4,3.4,Workload is manageable but could be better distributed.
SRV-03-EMP-04460,EMP-04460,Sales,Senior,2025-09-15,Q3 2025,4,3,4,3,4,3.6,
SRV-03-EMP-02918,EMP-02918,Operations,IC2,2025-09-15,Q3 2025,4,4,4,4,4,4.0,I feel empowered to make decisions in my role.
SRV-03-EMP-00097,EMP-00097,Product,Manager,2025-09-15,Q3 2025,3,3,4,4,3,3.4,Overall satisfied but see room for improvement.
SRV-03-EMP-03724,EMP-03724,HR,IC1,2025-09-15,Q3 2025,5,5,4,5,4,4.6,Strong alignment between team goals and company mission.
SRV-03-EMP-02414,EMP-02414,Sales,IC1,2025-09-15,Q3 2025,4,3,4,3,4,3.6,Meetings take up too much time some weeks.
SRV-03-EMP-03110,EMP-03110,Customer Success,IC2,2025-09-15,Q3 2025,4,4,4,4,4,4.0,I feel empowered to make decisions in my role.
SRV-03-EMP-01992,EMP-01992,Engineering,Senior,2025-09-15,Q3 2025,5,4,4,4,4,4.2,Strong alignment between team goals and company mission.
SRV-03-EMP-03572,EMP-03572,Product,IC2,2025-09-15,Q3 2025,3,3,3,4,4,3.4,Would appreciate more clarity on career progression.
SRV-03-EMP-00059,EMP-00059,Engineering,Senior,2025-09-15,Q3 2025,3,5,4,4,4,4.0,
SRV-03-EMP-03249,EMP-03249,Product,IC1,2025-09-15,Q3 2025,5,5,5,5,5,5.0,Strong alignment between team goals and company mission.
SRV-03-EMP-02521,EMP-02521,Sales,IC2,2025-09-15,Q3 2025,4,4,4,4,4,4.0,The new tools and processes have made my job easier.
SRV-03-EMP-00237,EMP-00237,Marketing,IC1,2025-09-15,Q3 2025,4,4,4,3,4,3.8,Workload is manageable but could be better distributed.
SRV-03-EMP-00310,EMP-00310,Engineering,IC1,2025-09-15,Q3 2025,4,4,4,3,4,3.8,Would appreciate more clarity on career progression.
SRV-03-EMP-01447,EMP-01447,Sales,Manager,2025-09-15,Q3 2025,4,4,3,4,3,3.6,
SRV-03-EMP-00099,EMP-00099,Operations,Manager,2025-09-15,Q3 2025,3,4,4,3,3,3.4,Overall satisfied but see room for improvement.
SRV-03-EMP-00990,EMP-00990,Engineering,Senior,2025-09-15,Q3 2025,4,3,4,4,5,4.0,The new tools and processes have made my job easier.
SRV-03-EMP-03705,EMP-03705,Product,Senior,2025-09-15,Q3 2025,4,4,4,5,4,4.2,
SRV-03-EMP-00725,EMP-00725,Engineering,Senior,2025-09-15,Q3 2025,5,4,5,4,4,4.4,Really enjoy working with my team. Great collaboration.
SRV-03-EMP-03071,EMP-03071,Engineering,IC1,2025-09-15,Q3 2025,4,4,4,3,5,4.0,
SRV-03-EMP-00762,EMP-00762,Finance,IC1,2025-09-15,Q3 2025,4,4,5,4,4,4.2,I feel empowered to make decisions in my role.
SRV-03-EMP-00905,EMP-00905,Engineering,IC1,2025-09-15,Q3 2025,4,4,4,5,4,4.2,
SRV-03-EMP-00387,EMP-00387,Marketing,IC2,2025-09-15,Q3 2025,3,3,4,4,4,3.6,Things are okay. Nothing major to report.
SRV-03-EMP-01008,EMP-01008,Operations,IC2,2025-09-15,Q3 2025,4,4,4,5,4,4.2,
SRV-03-EMP-04183,EMP-04183,Sales,Senior,2025-09-15,Q3 2025,4,3,3,3,3,3.2,
SRV-03-EMP-03041,EMP-03041,Sales,Senior,2025-09-15,Q3 2025,4,4,4,3,3,3.6,
SRV-03-EMP-03542,EMP-03542,HR,IC2,2025-09-15,Q3 2025,4,4,4,4,4,4.0,I feel empowered to make decisions in my role.
SRV-03-EMP-03370,EMP-03370,HR,IC2,2025-09-15,Q3 2025,4,4,4,5,4,4.2,
SRV-03-EMP-02297,EMP-02297,Marketing,Senior,2025-09-15,Q3 2025,4,5,4,4,4,4.2,I feel valued and my contributions are recognized.
SRV-03-EMP-00474,EMP-00474,Finance,Senior,2025-09-15,Q3 2025,4,4,4,4,5,4.2,Excellent mentorship opportunities within the department.
SRV-03-EMP-04812,EMP-04812,Sales,Senior,2025-09-15,Q3 2025,4,4,3,4,3,3.6,Things are okay. Nothing major to report.
SRV-03-EMP-01382,EMP-01382,Operations,IC2,2025-09-15,Q3 2025,3,2,2,2,3,2.4,Cross-team collaboration is broken. Too many silos.
SRV-03-EMP-03266,EMP-03266,Customer Success,IC2,2025-09-15,Q3 2025,4,4,3,4,4,3.8,Overall satisfied but see room for improvement.
SRV-03-EMP-02380,EMP-02380,Sales,IC1,2025-09-15,Q3 2025,3,5,3,2,4,3.4,Communication between teams could improve.
SRV-03-EMP-02752,EMP-02752,HR,Manager,2025-09-15,Q3 2025,3,3,4,3,3,3.2,Some processes could be streamlined.
SRV-03-EMP-04356,EMP-04356,Sales,IC2,2025-09-15,Q3 2025,3,3,3,3,3,3.0,
SRV-03-EMP-01995,EMP-01995,Customer Success,Senior,2025-09-15,Q3 2025,4,4,3,4,4,3.8,Would appreciate more clarity on career progression.
SRV-03-EMP-02534,EMP-02534,Sales,IC1,2025-09-15,Q3 2025,4,4,3,2,3,3.2,Benefits are competitive but not exceptional.
SRV-03-EMP-02371,EMP-02371,Engineering,Manager,2025-09-15,Q3 2025,4,5,4,5,5,4.6,Strong alignment between team goals and company mission.
SRV-03-EMP-01886,EMP-01886,Product,IC1,2025-09-15,Q3 2025,4,5,5,4,4,4.4,I feel valued and my contributions are recognized.
SRV-03-EMP-02259,EMP-02259,Customer Success,IC1,2025-09-15,Q3 2025,4,3,4,3,4,3.6,
SRV-03-EMP-02035,EMP-02035,Product,Senior,2025-09-15,Q3 2025,4,5,3,4,4,4.0,Company culture is supportive and inclusive.
SRV-03-EMP-01451,EMP-01451,Finance,Senior,2025-09-15,Q3 2025,4,5,4,4,4,4.2,I feel valued and my contributions are recognized.
SRV-03-EMP-01581,EMP-01581,Sales,Senior,2025-09-15,Q3 2025,5,5,4,5,4,4.6,The work-life balance has improved significantly this quarter.
SRV-03-EMP-02810,EMP-02810,Engineering,IC1,2025-09-15,Q3 2025,4,4,3,4,4,3.8,Communication between teams could improve.
SRV-03-EMP-04611,EMP-04611,Operations,Manager,2025-09-15,Q3 2025,3,3,3,3,3,3.0,
SRV-03-EMP-04666,EMP-04666,Engineering,Manager,2025-09-15,Q3 2025,5,5,5,5,5,5.0,
SRV-03-EMP-03287,EMP-03287,Marketing,Senior,2025-09-15,Q3 2025,5,5,4,3,4,4.2,
SRV-03-EMP-04176,EMP-04176,Customer Success,IC2,2025-09-15,Q3 2025,3,4,3,3,3,3.2,Meetings take up too much time some weeks.
SRV-03-EMP-00618,EMP-00618,Engineering,IC1,2025-09-15,Q3 2025,3,4,3,3,4,3.4,
SRV-03-EMP-03199,EMP-03199,Sales,IC1,2025-09-15,Q3 2025,5,5,5,5,5,5.0,The new tools and processes have made my job easier.
SRV-03-EMP-02032,EMP-02032,Engineering,Manager,2025-09-15,Q3 2025,4,5,5,4,5,4.6,Good opportunities for learning and development here.
SRV-03-EMP-03090,EMP-03090,Engineering,Senior,2025-09-15,Q3 2025,4,4,4,5,4,4.2,
SRV-03-EMP-03361,EMP-03361,Sales,Senior,2025-09-15,Q3 2025,4,5,4,5,5,4.6,
SRV-03-EMP-03225,EMP-03225,Product,IC2,2025-09-15,Q3 2025,5,5,5,5,5,5.0,Strong alignment between team goals and company mission.
SRV-03-EMP-01651,EMP-01651,Product,IC2,2025-09-15,Q3 2025,4,4,4,3,4,3.8,Would appreciate more clarity on career progression.
SRV-03-EMP-04483,EMP-04483,Product,IC1,2025-09-15,Q3 2025,3,3,2,4,4,3.2,
SRV-03-EMP-03066,EMP-03066,HR,IC2,2025-09-15,Q3 2025,5,5,5,5,4,4.8,Strong alignment between team goals and company mission.
SRV-03-EMP-01540,EMP-01540,Sales,Manager,2025-09-15,Q3 2025,3,4,3,4,3,3.4,
SRV-03-EMP-04780,EMP-04780,Marketing,IC1,2025-09-15,Q3 2025,4,4,4,4,3,3.8,Some processes could be streamlined.
SRV-03-EMP-00824,EMP-00824,Product,IC1,2025-09-15,Q3 2025,3,4,5,4,4,4.0,Company culture is supportive and inclusive.
SRV-03-EMP-04050,EMP-04050,Engineering,Manager,2025-09-15,Q3 2025,4,4,4,5,4,4.2,Strong alignment between team goals and company mission.
SRV-03-EMP-00178,EMP-00178,Marketing,Senior,2025-09-15,Q3 2025,4,5,4,5,4,4.4,I feel empowered to make decisions in my role.
SRV-03-EMP-00892,EMP-00892,Engineering,IC1,2025-09-15,Q3 2025,4,4,4,4,4,4.0,Excellent mentorship opportunities within the department.
SRV-03-EMP-03261,EMP-03261,Customer Success,IC1,2025-09-15,Q3 2025,4,4,3,5,5,4.2,
SRV-03-EMP-03635,EMP-03635,Customer Success,IC1,2025-09-15,Q3 2025,5,5,4,4,4,4.4,Good opportunities for learning and development here.
SRV-03-EMP-04165,EMP-04165,Engineering,IC1,2025-09-15,Q3 2025,5,5,5,5,5,5.0,The new tools and processes have made my job easier.
SRV-03-EMP-01265,EMP-01265,Operations,IC2,2025-09-15,Q3 2025,3,3,2,3,3,2.8,
SRV-03-EMP-03389,EMP-03389,Operations,IC1,2025-09-15,Q3 2025,3,4,4,4,4,3.8,The office setup is adequate for my needs.
SRV-03-EMP-02694,EMP-02694,Engineering,IC2,2025-09-15,Q3 2025,4,5,5,4,4,4.4,Really enjoy working with my team. Great collaboration.
SRV-03-EMP-04825,EMP-04825,Finance,IC1,2025-09-15,Q3 2025,4,3,4,3,4,3.6,
SRV-03-EMP-04584,EMP-04584,Operations,Manager,2025-09-15,Q3 2025,3,4,3,4,4,3.6,Benefits are competitive but not exceptional.
SRV-03-EMP-01753,EMP-01753,Finance,Senior,2025-09-15,Q3 2025,4,4,4,5,5,4.4,The new tools and processes have made my job easier.
SRV-03-EMP-01468,EMP-01468,Sales,Senior,2025-09-15,Q3 2025,4,4,4,4,4,4.0,The work-life balance has improved significantly this quarter.
SRV-03-EMP-03541,EMP-03541,Finance,Senior,2025-09-15,Q3 2025,4,3,4,3,3,3.4,
SRV-03-EMP-02080,EMP-02080,Product,IC1,2025-09-15,Q3 2025,4,5,4,5,5,4.6,
SRV-03-EMP-02220,EMP-02220,Finance,Senior,2025-09-15,Q3 2025,3,3,3,3,3,3.0,
SRV-03-EMP-03882,EMP-03882,Product,IC2,2025-09-15,Q3 2025,3,3,3,3,4,3.2,
SRV-03-EMP-01182,EMP-01182,Customer Success,Senior,2025-09-15,Q3 2025,5,5,4,4,5,4.6,I feel empowered to make decisions in my role.
SRV-03-EMP-01245,EMP-01245,Engineering,IC1,2025-09-15,Q3 2025,4,5,3,4,4,4.0,Excellent mentorship opportunities within the department.
SRV-03-EMP-04320,EMP-04320,Operations,Senior,2025-09-15,Q3 2025,3,3,2,3,3,2.8,Career growth feels stagnant. No clear path forward.
SRV-03-EMP-02776,EMP-02776,Product,IC2,2025-09-15,Q3 2025,5,5,4,3,4,4.2,The new tools and processes have made my job easier.
SRV-03-EMP-03545,EMP-03545,Sales,Senior,2025-09-15,Q3 2025,3,4,3,3,3,3.2,The office setup is adequate for my needs.
SRV-03-EMP-03345,EMP-03345,Engineering,Senior,2025-09-15,Q3 2025,5,5,4,5,5,4.8,I feel empowered to make decisions in my role.
SRV-03-EMP-03912,EMP-03912,Product,IC1,2025-09-15,Q3 2025,3,4,4,4,4,3.8,Workload is manageable but could be better distributed.
SRV-03-EMP-00653,EMP-00653,Operations,IC1,2025-09-15,Q3 2025,4,4,4,4,4,4.0,The new tools and processes have made my job easier.
SRV-03-EMP-03645,EMP-03645,Product,IC1,2025-09-15,Q3 2025,4,4,4,3,4,3.8,Overall satisfied but see room for improvement.
SRV-03-EMP-00991,EMP-00991,Sales,IC1,2025-09-15,Q3 2025,3,3,4,4,3,3.4,The office setup is adequate for my needs.
SRV-03-EMP-03209,EMP-03209,Sales,Senior,2025-09-15,Q3 2025,4,4,4,4,4,4.0,I feel empowered to make decisions in my role.
SRV-03-EMP-01712,EMP-01712,Engineering,IC2,2025-09-15,Q3 2025,3,4,3,3,3,3.2,
SRV-03-EMP-01297,EMP-01297,HR,IC2,2025-09-15,Q3 2025,4,4,4,4,4,4.0,The new tools and processes have made my job easier.
SRV-03-EMP-00727,EMP-00727,Finance,IC1,2025-09-15,Q3 2025,4,4,4,4,4,4.0,I feel valued and my contributions are recognized.
SRV-03-EMP-00744,EMP-00744,Marketing,IC2,2025-09-15,Q3 2025,3,4,3,3,3,3.2,Some processes could be streamlined.
SRV-03-EMP-04462,EMP-04462,Product,IC1,2025-09-15,Q3 2025,4,3,4,3,3,3.4,Benefits are competitive but not exceptional.
SRV-03-EMP-01524,EMP-01524,Sales,IC1,2025-09-15,Q3 2025,4,4,4,4,4,4.0,The new tools and processes have made my job easier.
SRV-03-EMP-01985,EMP-01985,Product,Senior,2025-09-15,Q3 2025,4,5,5,5,5,4.8,Really enjoy working with my team. Great collaboration.
SRV-03-EMP-02635,EMP-02635,Engineering,IC1,2025-09-15,Q3 2025,5,5,5,4,5,4.8,
SRV-03-EMP-01389,EMP-01389,HR,IC1,2025-09-15,Q3 2025,4,4,5,4,5,4.4,Really enjoy working with my team. Great collaboration.
SRV-03-EMP-01681,EMP-01681,Engineering,IC2,2025-09-15,Q3 2025,3,4,3,3,4,3.4,Benefits are competitive but not exceptional.
SRV-03-EMP-03007,EMP-03007,Engineering,Senior,2025-09-15,Q3 2025,4,4,3,3,4,3.6,
SRV-03-EMP-04108,EMP-04108,Customer Success,Manager,2025-09-15,Q3 2025,4,4,3,4,3,3.6,Things are okay. Nothing major to report.
SRV-03-EMP-03073,EMP-03073,Engineering,Senior,2025-09-15,Q3 2025,4,4,4,2,3,3.4,Workload is manageable but could be better distributed.
SRV-03-EMP-00096,EMP-00096,Sales,Senior,2025-09-15,Q3 2025,5,5,4,5,5,4.8,
SRV-03-EMP-04214,EMP-04214,Marketing,IC2,2025-09-15,Q3 2025,3,4,3,5,4,3.8,The office setup is adequate for my needs.
SRV-03-EMP-04329,EMP-04329,Engineering,IC1,2025-09-15,Q3 2025,5,5,5,5,5,5.0,Good opportunities for learning and development here.
SRV-03-EMP-00089,EMP-00089,Product,IC2,2025-09-15,Q3 2025,4,4,3,4,4,3.8,Training opportunities exist but are hard to find time for.
SRV-03-EMP-02198,EMP-02198,Sales,Manager,2025-09-15,Q3 2025,3,3,3,3,3,3.0,Overall satisfied but see room for improvement.
SRV-03-EMP-00422,EMP-00422,Sales,IC2,2025-09-15,Q3 2025,4,3,3,2,4,3.2,Training opportunities exist but are hard to find time for.
SRV-03-EMP-01764,EMP-01764,Product,Senior,2025-09-15,Q3 2025,4,5,4,3,4,4.0,Really enjoy working with my team. Great collaboration.
SRV-03-EMP-01961,EMP-01961,Engineering,IC1,2025-09-15,Q3 2025,4,5,5,4,4,4.4,
SRV-03-EMP-01701,EMP-01701,Engineering,Senior,2025-09-15,Q3 2025,4,5,4,5,4,4.4,Really enjoy working with my team. Great collaboration.
SRV-03-EMP-02542,EMP-02542,Marketing,IC2,2025-09-15,Q3 2025,3,3,3,3,3,3.0,Workload is manageable but could be better distributed.
SRV-03-EMP-02362,EMP-02362,Finance,IC2,2025-09-15,Q3 2025,4,3,4,3,4,3.6,Would appreciate more clarity on career progression.
SRV-03-EMP-00202,EMP-00202,Product,Senior,2025-09-15,Q3 2025,4,4,3,5,4,4.0,Strong alignment between team goals and company mission.
SRV-03-EMP-03043,EMP-03043,Sales,IC2,2025-09-15,Q3 2025,4,4,4,4,3,3.8,Overall satisfied but see room for improvement.
SRV-03-EMP-03626,EMP-03626,Engineering,Senior,2025-09-15,Q3 2025,4,4,4,5,5,4.4,Good opportunities for learning and development here.
SRV-03-EMP-00170,EMP-00170,Sales,Senior,2025-09-15,Q3 2025,3,3,3,3,3,3.0,Training opportunities exist but are hard to find time for.
SRV-03-EMP-04747,EMP-04747,Customer Success,IC2,2025-09-15,Q3 2025,4,3,4,4,4,3.8,Overall satisfied but see room for improvement.
SRV-03-EMP-02883,EMP-02883,HR,IC2,2025-09-15,Q3 2025,4,5,4,4,4,4.2,
SRV-03-EMP-01775,EMP-01775,Product,IC2,2025-09-15,Q3 2025,4,4,4,5,4,4.2,The new tools and processes have made my job easier.
SRV-03-EMP-00928,EMP-00928,Operations,IC1,2025-09-15,Q3 2025,3,4,3,4,3,3.4,Benefits are competitive but not exceptional.
SRV-03-EMP-03679,EMP-03679,Marketing,Manager,2025-09-15,Q3 2025,4,4,5,5,4,4.4,
SRV-03-EMP-03231,EMP-03231,Product,IC2,2025-09-15,Q3 2025,3,4,4,3,4,3.6,Workload is manageable but could be better distributed.
SRV-03-EMP-02036,EMP-02036,HR,Senior,2025-09-15,Q3 2025,4,5,5,5,5,4.8,
SRV-03-EMP-02658,EMP-02658,Sales,IC1,2025-09-15,Q3 2025,4,3,3,3,3,3.2,The office setup is adequate for my needs.
SRV-03-EMP-00654,EMP-00654,Marketing,Senior,2025-09-15,Q3 2025,4,4,4,4,4,4.0,
SRV-03-EMP-03044,EMP-03044,Engineering,IC1,2025-09-15,Q3 2025,5,5,4,5,5,4.8,Really enjoy working with my team. Great collaboration.
SRV-03-EMP-03376,EMP-03376,Customer Success,Manager,2025-09-15,Q3 2025,3,4,3,4,4,3.6,
SRV-03-EMP-03147,EMP-03147,Sales,IC1,2025-09-15,Q3 2025,4,4,3,3,3,3.4,Training opportunities exist but are hard to find time for.
SRV-03-EMP-01779,EMP-01779,Engineering,IC1,2025-09-15,Q3 2025,5,4,4,4,4,4.2,The work-life balance has improved significantly this quarter.
SRV-03-EMP-02520,EMP-02520,Product,Manager,2025-09-15,Q3 2025,4,5,4,5,5,4.6,
SRV-03-EMP-03877,EMP-03877,Customer Success,IC1,2025-09-15,Q3 2025,3,4,3,3,3,3.2,Would appreciate more clarity on career progression.
SRV-03-EMP-00988,EMP-00988,HR,IC1,2025-09-15,Q3 2025,4,4,4,4,4,4.0,Company culture is supportive and inclusive.
SRV-03-EMP-04565,EMP-04565,Product,IC1,2025-09-15,Q3 2025,4,5,4,5,5,4.6,The work-life balance has improved significantly this quarter.
SRV-03-EMP-01527,EMP-01527,Engineering,Senior,2025-09-15,Q3 2025,5,4,5,4,5,4.6,Company culture is supportive and inclusive.
SRV-03-EMP-04921,EMP-04921,Engineering,IC1,2025-09-15,Q3 2025,5,5,4,5,5,4.8,
SRV-03-EMP-00980,EMP-00980,Operations,IC2,2025-09-15,Q3 2025,3,3,2,2,3,2.6,
SRV-03-EMP-01063,EMP-01063,Customer Success,IC1,2025-09-15,Q3 2025,4,4,4,5,4,4.2,I feel empowered to make decisions in my role.
SRV-03-EMP-04157,EMP-04157,Engineering,IC2,2025-09-15,Q3 2025,4,5,4,4,5,4.4,
SRV-03-EMP-02870,EMP-02870,Sales,IC1,2025-09-15,Q3 2025,3,4,4,3,3,3.4,Overall satisfied but see room for improvement.
SRV-03-EMP-04124,EMP-04124,Sales,Senior,2025-09-15,Q3 2025,5,5,5,5,5,5.0,Company culture is supportive and inclusive.
SRV-03-EMP-02434,EMP-02434,HR,IC1,2025-09-15,Q3 2025,3,4,4,4,4,3.8,Some processes could be streamlined.
SRV-03-EMP-02760,EMP-02760,HR,Senior,2025-09-15,Q3 2025,4,4,4,4,4,4.0,The new tools and processes have made my job easier.
SRV-03-EMP-04979,EMP-04979,Engineering,IC2,2025-09-15,Q3 2025,5,5,5,5,5,5.0,
SRV-03-EMP-00524,EMP-00524,Finance,IC2,2025-09-15,Q3 2025,4,4,3,5,4,4.0,Strong alignment between team goals and company mission.
SRV-03-EMP-00828,EMP-00828,Product,IC1,2025-09-15,Q3 2025,5,5,4,4,5,4.6,Really enjoy working with my team. Great collaboration.
SRV-03-EMP-01134,EMP-01134,Customer Success,Senior,2025-09-15,Q3 2025,3,3,2,3,3,2.8,Not enough recognition for the work we do.
SRV-03-EMP-02310,EMP-02310,Engineering,IC2,2025-09-15,Q3 2025,5,5,5,5,5,5.0,Good opportunities for learning and development here.
SRV-03-EMP-04676,EMP-04676,Sales,IC1,2025-09-15,Q3 2025,4,5,4,4,4,4.2,I feel valued and my contributions are recognized.
SRV-03-EMP-01272,EMP-01272,Operations,Senior,2025-09-15,Q3 2025,4,4,4,5,5,4.4,
SRV-03-EMP-03272,EMP-03272,Customer Success,IC2,2025-09-15,Q3 2025,4,5,4,4,4,4.2,Excellent mentorship opportunities within the department.
SRV-03-EMP-01957,EMP-01957,Engineering,Manager,2025-09-15,Q3 2025,5,4,4,4,4,4.2,
SRV-03-EMP-01740,EMP-01740,Engineering,IC1,2025-09-15,Q3 2025,5,4,4,4,4,4.2,Company culture is supportive and inclusive.
SRV-03-EMP-00710,EMP-00710,Operations,Senior,2025-09-15,Q3 2025,3,3,3,3,4,3.2,
SRV-03-EMP-02232,EMP-02232,Engineering,IC2,2025-09-15,Q3 2025,5,5,5,3,5,4.6,
SRV-03-EMP-00520,EMP-00520,Marketing,IC2,2025-09-15,Q3 2025,3,4,4,3,3,3.4,Things are okay. Nothing major to report.
SRV-03-EMP-01822,EMP-01822,Engineering,IC1,2025-09-15,Q3 2025,5,5,5,4,5,4.8,Strong alignment between team goals and company mission.
SRV-03-EMP-04721,EMP-04721,Engineering,IC1,2025-09-15,Q3 2025,5,4,4,4,4,4.2,I feel valued and my contributions are recognized.
SRV-03-EMP-01677,EMP-01677,Marketing,Manager,2025-09-15,Q3 2025,4,4,4,3,4,3.8,Communication between teams could improve.
SRV-03-EMP-01457,EMP-01457,Operations,IC1,2025-09-15,Q3 2025,3,4,4,3,3,3.4,
SRV-03-EMP-01541,EMP-01541,Marketing,IC1,2025-09-15,Q3 2025,3,4,3,3,4,3.4,
SRV-03-EMP-01168,EMP-01168,Engineering,Senior,2025-09-15,Q3 2025,4,4,4,4,4,4.0,Really enjoy working with my team. Great collaboration.
SRV-03-EMP-03547,EMP-03547,Sales,IC1,2025-09-15,Q3 2025,3,4,3,3,4,3.4,
SRV-03-EMP-01649,EMP-01649,Marketing,IC2,2025-09-15,Q3 2025,4,5,4,5,5,4.6,I feel empowered to make decisions in my role.
SRV-03-EMP-00466,EMP-00466,Engineering,Senior,2025-09-15,Q3 2025,5,5,4,4,5,4.6,I feel valued and my contributions are recognized.
SRV-03-EMP-03738,EMP-03738,Finance,Senior,2025-09-15,Q3 2025,4,4,3,4,4,3.8,Meetings take up too much time some weeks.
SRV-03-EMP-01426,EMP-01426,Product,IC2,2025-09-15,Q3 2025,5,5,5,5,5,5.0,The new tools and processes have made my job easier.
SRV-03-EMP-03382,EMP-03382,Engineering,IC2,2025-09-15,Q3 2025,3,4,4,4,4,3.8,Overall satisfied but see room for improvement.
SRV-03-EMP-03717,EMP-03717,Product,IC1,2025-09-15,Q3 2025,4,4,4,4,4,4.0,I feel empowered to make decisions in my role.
SRV-03-EMP-04342,EMP-04342,Engineering,IC2,2025-09-15,Q3 2025,3,4,5,5,4,4.2,
SRV-03-EMP-00953,EMP-00953,Product,Senior,2025-09-15,Q3 2025,3,3,3,3,3,3.0,Some processes could be streamlined.
SRV-03-EMP-01757,EMP-01757,Customer Success,IC1,2025-09-15,Q3 2025,4,4,4,4,5,4.2,Really enjoy working with my team. Great collaboration.
SRV-03-EMP-04660,EMP-04660,Customer Success,Manager,2025-09-15,Q3 2025,3,3,3,3,3,3.0,Meetings take up too much time some weeks.
SRV-03-EMP-03197,EMP-03197,Operations,IC2,2025-09-15,Q3 2025,3,3,4,4,3,3.4,Some processes could be streamlined.
SRV-03-EMP-01923,EMP-01923,Product,Senior,2025-09-15,Q3 2025,4,4,4,4,4,4.0,The work-life balance has improved significantly this quarter.
SRV-03-EMP-02126,EMP-02126,Engineering,Senior,2025-09-15,Q3 2025,4,5,5,5,5,4.8,
SRV-03-EMP-00337,EMP-00337,Operations,IC2,2025-09-15,Q3 2025,5,4,4,5,4,4.4,Company culture is supportive and inclusive.
SRV-03-EMP-04571,EMP-04571,Product,IC1,2025-09-15,Q3 2025,4,4,4,5,4,4.2,The new tools and processes have made my job easier.
SRV-03-EMP-00402,EMP-00402,Engineering,IC2,2025-09-15,Q3 2025,4,4,5,4,4,4.2,
SRV-03-EMP-00510,EMP-00510,Product,IC1,2025-09-15,Q3 2025,5,4,5,3,4,4.2,Good opportunities for learning and development here.
SRV-03-EMP-01814,EMP-01814,HR,Senior,2025-09-15,Q3 2025,3,3,3,4,4,3.4,
SRV-03-EMP-03576,EMP-03576,Finance,Senior,2025-09-15,Q3 2025,4,2,3,4,3,3.2,Workload is manageable but could be better distributed.
SRV-03-EMP-00650,EMP-00650,Operations,IC1,2025-09-15,Q3 2025,3,3,2,3,3,2.8,Not enough recognition for the work we do.
SRV-03-EMP-01336,EMP-01336,Marketing,IC1,2025-09-15,Q3 2025,3,3,3,4,3,3.2,Meetings take up too much time some weeks.
SRV-03-EMP-03515,EMP-03515,Product,IC2,2025-09-15,Q3 2025,4,4,3,3,4,3.6,Benefits are competitive but not exceptional.
SRV-03-EMP-00809,EMP-00809,Sales,IC2,2025-09-15,Q3 2025,4,5,4,4,4,4.2,Strong alignment between team goals and company mission.
SRV-03-EMP-04228,EMP-04228,Finance,Senior,2025-09-15,Q3 2025,4,4,4,4,4,4.0,
SRV-03-EMP-01136,EMP-01136,Sales,Manager,2025-09-15,Q3 2025,3,4,3,3,3,3.2,Would appreciate more clarity on career progression.
SRV-03-EMP-04775,EMP-04775,Operations,IC2,2025-09-15,Q3 2025,3,4,4,3,4,3.6,Some processes could be streamlined.
SRV-03-EMP-04678,EMP-04678,Product,IC1,2025-09-15,Q3 2025,4,4,4,4,4,4.0,Strong alignment between team goals and company mission.
SRV-03-EMP-03966,EMP-03966,Customer Success,IC1,2025-09-15,Q3 2025,4,4,4,4,4,4.0,The new tools and processes have made my job easier.
SRV-03-EMP-02600,EMP-02600,Engineering,Manager,2025-09-15,Q3 2025,4,5,5,4,5,4.6,
SRV-03-EMP-01937,EMP-01937,Sales,IC2,2025-09-15,Q3 2025,3,4,3,4,3,3.4,
SRV-03-EMP-01084,EMP-01084,Sales,IC2,2025-09-15,Q3 2025,3,2,4,3,4,3.2,Some processes could be streamlined.
SRV-03-EMP-04813,EMP-04813,Product,IC2,2025-09-15,Q3 2025,4,3,4,3,4,3.6,Workload is manageable but could be better distributed.
SRV-03-EMP-02515,EMP-02515,Marketing,Senior,2025-09-15,Q3 2025,5,5,5,5,5,5.0,The work-life balance has improved significantly this quarter.
SRV-03-EMP-02235,EMP-02235,Finance,Senior,2025-09-15,Q3 2025,4,5,4,4,4,4.2,Strong alignment between team goals and company mission.
SRV-03-EMP-00473,EMP-00473,Finance,IC1,2025-09-15,Q3 2025,2,3,2,3,3,2.6,Compensation does not match market rates for my role.
